text,intent,intent_name,n_tokens,language,clean_text,n_orig,n_clean,reduccion
how long do i need to cook roast for,7,cook_time,,en,how long need cook roast,9,5,44.44444444444444
how long should i microwave hot pockets for,7,cook_time,,en,how long microwave hot pocket,8,5,37.5
how long does it take to cook hot pockets,7,cook_time,,en,how long cook hot pocket,9,5,44.44444444444444
what's the recommended cooking time for steak,7,cook_time,,en,recommend cooking time steak,7,4,42.857142857142854
should i cook this for a long time,7,cook_time,,en,cook long time,8,3,62.5
what time should i leave this in the oven,7,cook_time,,en,time leave oven,9,3,66.66666666666666
would it be a problem to sub chips instead of fries,4,ingredient_substitution,,en,problem sub chip instead fry,11,5,54.54545454545454
let me know if i can use ketchup in place of the mustard,4,ingredient_substitution,,en,let know use ketchup place mustard,13,6,53.84615384615385
is it ok to use ketchup instead of mustard,4,ingredient_substitution,,en,ok use ketchup instead mustard,9,5,44.44444444444444
is it normal to use mayo instead of cheese,4,ingredient_substitution,,en,normal use mayo instead cheese,9,5,44.44444444444444
can i sub ketchup for mustard,4,ingredient_substitution,,en,sub ketchup mustard,6,3,50.0
i wonder if it would be possible to switch from apples to grapes,4,ingredient_substitution,,en,wonder possible switch apple grape,13,5,61.53846153846154
is it allow to switch apples to grapes,4,ingredient_substitution,,en,allow switch apple grape,8,4,50.0
is it okay to switch apples for grapes,4,ingredient_substitution,,en,okay switch apple grape,8,4,50.0
can i modify the apples for grapes,4,ingredient_substitution,,en,modify apple grape,7,3,57.14285714285714
would i be able to swap apples for grapes,4,ingredient_substitution,,en,able swap apple grape,9,4,55.55555555555556
i don't have butter can i use oil,4,ingredient_substitution,,en,not butter use oil,8,4,50.0
is butter a substitute for oil,4,ingredient_substitution,,en,butter substitute oil,6,3,50.0
is butter ok to use instead of oil,4,ingredient_substitution,,en,butter ok use instead oil,8,5,37.5
are butter and oil interchangable,4,ingredient_substitution,,en,butter oil interchangable,5,3,40.0
are you able to switch butter and oil,4,ingredient_substitution,,en,able switch butter oil,8,4,50.0
do you know if i can use pepper and not salt,4,ingredient_substitution,,en,know use pepper not salt,11,5,54.54545454545454
will pepper work instead of salt,4,ingredient_substitution,,en,pepper work instead salt,6,4,33.33333333333333
is pepper a replacement for salt,4,ingredient_substitution,,en,pepper replacement salt,6,3,50.0
would it be ok if i have pepper and not salt,4,ingredient_substitution,,en,ok pepper not salt,11,4,63.63636363636363
can i use pepper instead of salt,4,ingredient_substitution,,en,use pepper instead salt,7,4,42.857142857142854
what is the calorie content of lays chips,6,calories,,en,calorie content lay chip,8,4,50.0
do you know the calorie content of a strip of bacon,6,calories,,en,know calorie content strip bacon,11,5,54.54545454545454
how many calories are found in bagels,6,calories,,en,how calorie find bagel,7,4,42.857142857142854
tell me the calorie content of frosted flakes,6,calories,,en,tell calorie content frosted flake,8,5,37.5
inform me of the calorie content of vanilla ice cream,6,calories,,en,inform calorie content vanilla ice cream,10,6,40.0
how many calories are in apples,6,calories,,en,how calorie apple,6,3,50.0
how many calories are in oranges,6,calories,,en,how calorie orange,6,3,50.0
how many calories are in ice cream,6,calories,,en,how calorie ice cream,7,4,42.857142857142854
how many calories are in cake,6,calories,,en,how calorie cake,6,3,50.0
how many calories are in oreos,6,calories,,en,how calorie oreo,6,3,50.0
how many calories does two bananas have,6,calories,,en,how calorie banana,7,3,57.14285714285714
"in a fried egg, how many calories are there",6,calories,,en,fried egg how calorie,9,4,55.55555555555556
pocki sticks has how many calories,6,calories,,en,pocki stick how calorie,6,4,33.33333333333333
what is the amount of calories that scrambled eggs has,6,calories,,en,calorie scramble egg,10,3,70.0
how many calories are in a donut hole,6,calories,,en,how calorie donut hole,8,4,50.0
how many calories are in a ghirardelli sea salt caramel candy,6,calories,,en,how calorie ghirardelli sea salt caramel candy,11,7,36.36363636363637
how many calories are in a bowel of wheaties,6,calories,,en,how calorie bowel wheatie,9,4,55.55555555555556
how many calories are in a serving of deans french onion dip,6,calories,,en,how calorie serving dean french onion dip,12,7,41.66666666666667
how many calories are in mashed potatoes,6,calories,,en,how calorie mashed potato,7,4,42.857142857142854
how many calories are in powdered donuts,6,calories,,en,how calorie powdered donut,7,4,42.857142857142854
i need a list of ingredients required to make lamb stew,3,ingredients_list,,en,need list ingredient require make lamb stew,11,7,36.36363636363637
please search for necessary ingredients included in meatballs,3,ingredients_list,,en,search necessary ingredient include meatball,8,5,37.5
can you tell me the ingredients used in pasta sauce,3,ingredients_list,,en,tell ingredient use pasta sauce,10,5,50.0
do you know the ingredients used in homemade chicken soup,3,ingredients_list,,en,know ingredient use homemade chicken soup,10,6,40.0
i need to know what ingredients are in a french baguette,3,ingredients_list,,en,need know ingredient french baguette,11,5,54.54545454545454
find list of ingredients i would need to bake a funnel cake,3,ingredients_list,,en,find list ingredient need bake funnel cake,12,7,41.66666666666667
what are the ingredients used in chicken curry,3,ingredients_list,,en,ingredient use chicken curry,8,4,50.0
can you tell me what ingredients are needed for cinnamon buns,3,ingredients_list,,en,tell ingredient need cinnamon bun,11,5,54.54545454545454
please give me a list of the ingredients contained in chocolate cupcakes,3,ingredients_list,,en,list ingredient contain chocolate cupcake,12,5,58.333333333333336
what ingredients do i need to make raisin bread,3,ingredients_list,,en,ingredient need make raisin bread,9,5,44.44444444444444
what should i get to make the jamaican patties,3,ingredients_list,,en,make jamaican patty,9,3,66.66666666666666
what do you i need to make pizza dough,3,ingredients_list,,en,need make pizza dough,9,4,55.55555555555556
what kind of ingredients go into the chicken a la king,3,ingredients_list,,en,kind ingredient chicken la king,11,5,54.54545454545454
what will i need to make lasagna,3,ingredients_list,,en,need make lasagna,7,3,57.14285714285714
whare the ingredients for the stir fry,3,ingredients_list,,en,whare ingredient stir fry,7,4,42.857142857142854
"for pasta primavera, what ingredients will i use",3,ingredients_list,,en,pasta primavera ingredient use,8,4,50.0
what ingredients do i need for shrimp scampi,3,ingredients_list,,en,ingredient need shrimp scampi,8,4,50.0
i need what ingredients for meatloaf,3,ingredients_list,,en,need ingredient meatloaf,6,3,50.0
i'll use what ingredients for lasagna,3,ingredients_list,,en,use ingredient lasagna,6,3,50.0
"for peppercorn steak, what ingredients do i need",3,ingredients_list,,en,peppercorn steak ingredient need,8,4,50.0
can you give me a chinese meal suggestion,1,meal_suggestion,,en,chinese meal suggestion,8,3,62.5
i would like you to suggest a chinese dish,1,meal_suggestion,,en,like suggest chinese dish,9,4,55.55555555555556
please suggest a chinese meal,1,meal_suggestion,,en,suggest chinese meal,5,3,40.0
i would like you to give me a suggestion for a mexican meal,1,meal_suggestion,,en,like suggestion mexican meal,13,4,69.23076923076923
can you suggest a mexican dish,1,meal_suggestion,,en,suggest mexican dish,6,3,50.0
i need some good suggestions for peruvian cuisine,1,meal_suggestion,,en,need good suggestion peruvian cuisine,8,5,37.5
help me find some new dinner recipes,1,meal_suggestion,,en,help find new dinner recipe,7,5,28.57142857142857
what would you say is a good german dinner idea,1,meal_suggestion,,en,good german dinner idea,10,4,60.0
i need an italian dinner idea,1,meal_suggestion,,en,need italian dinner idea,6,4,33.33333333333333
any recommendations for a greek dinner,1,meal_suggestion,,en,recommendation greek dinner,6,3,50.0
what would you say is the best meal to have for dinner,1,meal_suggestion,,en,good meal dinner,12,3,75.0
i am bored and need new dinner recommendations,1,meal_suggestion,,en,bored need new dinner recommendation,8,5,37.5
i need an idea for a french dinner,1,meal_suggestion,,en,need idea french dinner,8,4,50.0
whats a good chinese dinner suggestion,1,meal_suggestion,,en,good chinese dinner suggestion,6,4,33.33333333333333
what would you suggest having for dinner,1,meal_suggestion,,en,suggest dinner,7,2,71.42857142857143
i need to quick dinner suggestions,1,meal_suggestion,,en,need quick dinner suggestion,6,4,33.33333333333333
what kind of meal should i eat from thailand,1,meal_suggestion,,en,kind meal eat thailand,9,4,55.55555555555556
suggest a meal from thailand please,1,meal_suggestion,,en,suggest meal thailand,6,3,50.0
suggestions for thai food,1,meal_suggestion,,en,suggestion thai food,4,3,25.0
give recommendations for thai food,1,meal_suggestion,,en,recommendation thai food,5,3,40.0
i would like to learn to make cookies,2,recipe,,en,like learn make cooky,8,4,50.0
show me popular sushi recipes,2,recipe,,en,popular sushi recipe,5,3,40.0
i need a pancake recipe,2,recipe,,en,need pancake recipe,5,3,40.0
find instructions on baking lemon cake,2,recipe,,en,find instruction bake lemon cake,6,5,16.666666666666664
can you give me instructions on how to make alfredo,2,recipe,,en,instruction how make alfredo,10,4,60.0
how do i make shrimp,2,recipe,,en,how make shrimp,5,3,40.0
what is a good recipe for steak,2,recipe,,en,good recipe steak,7,3,57.14285714285714
find a recipe for hamburgers,2,recipe,,en,find recipe hamburger,5,3,40.0
pull up ramen recipes please,2,recipe,,en,pull ramen recipe,5,3,40.0
how do you make dumplings,2,recipe,,en,how make dumpling,5,3,40.0
how do you make blue cheese dressing,2,recipe,,en,how make blue cheese dress,7,5,28.57142857142857
i need a recipe for chicken cordon bleu,2,recipe,,en,need recipe chicken cordon bleu,8,5,37.5
recipe for traditional roast beef and gravy,2,recipe,,en,recipe traditional roast beef gravy,7,5,28.57142857142857
i want to make pork barbque but do no know how,2,recipe,,en,want make pork barbque no know how,11,7,36.36363636363637
give me a good recipe for chicken parmesan,2,recipe,,en,good recipe chicken parmesan,8,4,50.0
do you have any good ways to make tomato soup,2,recipe,,en,good way make tomato soup,10,5,50.0
how do i make chicken alfredo,2,recipe,,en,how make chicken alfredo,6,4,33.33333333333333
recipe for beef stroganoff,2,recipe,,en,recipe beef stroganoff,4,3,25.0
i need to find a good way to make chicken soup,2,recipe,,en,need find good way make chicken soup,11,7,36.36363636363637
tell me how to make ramen,2,recipe,,en,tell how make ramen,6,4,33.33333333333333
