text,intent,intent_name,n_tokens,language,clean_text,n_orig,n_clean,reduction
Me gustaría una sugerencia de comida italiana.,1,meal_suggestion,6.0,es,gustar sugerencia comida italiano,7,4,42.857142857142854
Necesito que me des una sugerencia sobre qué hacer para cenar.,1,meal_suggestion,14.0,es,necesitar dser sugerencia hacer cenar,11,5,54.54545454545454
Me encantaría una sugerencia de comida italiana.,1,meal_suggestion,7.0,es,encantar sugerencia comida italiano,7,4,42.857142857142854
adelante y dame una sugerencia sobre qué hacer para la cena,1,meal_suggestion,13.0,es,dame sugerencia hacer cena,11,4,63.63636363636363
Realmente quiero una sugerencia de comida italiana.,1,meal_suggestion,7.0,es,realmente querer sugerencia comida italiano,7,5,28.57142857142857
sugerirme comida de italia,1,meal_suggestion,6.0,es,sugerir yo comida italia,4,4,0.0
sugiérame una comida italiana,1,meal_suggestion,6.0,es,sugieramir comida italiano,4,3,25.0
¿Qué comida de Italia sugieres?,1,meal_suggestion,7.0,es,comida italia sugieres,5,3,40.0
¿Qué comida de Italia sugieres?,1,meal_suggestion,7.0,es,comida italia sugieres,5,3,40.0
sugiérame una comida de italia,1,meal_suggestion,7.0,es,sugieramir comida italia,5,3,40.0
necesito una sugerencia para una receta de cena,1,meal_suggestion,8.0,es,necesitar sugerencia receta cena,8,4,50.0
sugiérame una comida que venga de México,1,meal_suggestion,9.0,es,sugieramir comida venir mexico,7,4,42.857142857142854
¿Puedes sugerirme una comida irlandesa?,1,meal_suggestion,9.0,es,sugerir yo comida irlandes,5,4,20.0
sugiérame algo para preparar para la cena,1,meal_suggestion,9.0,es,sugieramir preparar cena,7,3,57.14285714285714
¿Puedes recomendarme un plato de Etiopía?,1,meal_suggestion,9.0,es,recomendar yo plato etiopia,6,4,33.33333333333333
¿Qué crees que debería preparar para mi cena?,1,meal_suggestion,10.0,es,creser deber preparar cena,8,4,50.0
¿Tienes algún plato sureño para recomendar?,1,meal_suggestion,8.0,es,plato sureno recomendar,6,3,50.0
busca una receta para cenar para sugerirme,1,meal_suggestion,10.0,es,buscar receta cenar sugerir yo,7,5,28.57142857142857
¿Qué debo hacer para la cena?,1,meal_suggestion,6.0,es,deber hacer cena,6,3,50.0
por favor sugiérame una comida británica,1,meal_suggestion,7.0,es,favor sugieramir comida britanico,6,4,33.33333333333333
¿Qué tipo de comida griega es buena para cenar?,1,meal_suggestion,9.0,es,tipo comida griego ser buen cenar,9,6,33.33333333333333
¿Qué tipo de pizzas hay disponibles para la cena?,1,meal_suggestion,8.0,es,tipo piza disponible cena,9,4,55.55555555555556
Necesito algunas buenas ideas para la cena.,1,meal_suggestion,5.0,es,necesitar idea cena,7,3,57.14285714285714
"Pensando en preparar la cena, ¿qué debo hacer?",1,meal_suggestion,8.0,es,pensar preparar cena deber hacer,8,5,37.5
dame algunas opciones sobre qué cocinar para la cena,1,meal_suggestion,10.0,es,dame opcion cocinar cena,9,4,55.55555555555556
Por favor proporcione una opción para la cena.,1,meal_suggestion,6.0,es,favor proporcionar opcion cena,8,4,50.0
Me gustaría saber qué ideas tienes sobre cómo preparar la cena esta noche.,1,meal_suggestion,13.0,es,gustar idea como preparar cena noche,13,6,53.84615384615385
¿Tiene alguna sugerencia sobre lo que debería cocinar para la cena?,1,meal_suggestion,13.0,es,sugerencia deber cocinar cena,11,4,63.63636363636363
sugiérame una comida de Dinamarca,1,meal_suggestion,7.0,es,sugieramir comida dinamarca,5,3,40.0
sugiérame una comida de corea,1,meal_suggestion,7.0,es,sugieramir comida corea,5,3,40.0
sugerirme una comida de Alemania,1,meal_suggestion,7.0,es,sugerir yo comida alemania,5,4,20.0
sugiérame una comida de la india,1,meal_suggestion,7.0,es,sugieramir comida india,6,3,50.0
sugiérame una comida de nueva york,1,meal_suggestion,8.0,es,sugieramir comida york,6,3,50.0
¿Qué crees que debería hacer para cenar?,1,meal_suggestion,9.0,es,creser deber hacer cenar,7,4,42.857142857142854
¿Qué piensas sobre preparar la cena esta noche?,1,meal_suggestion,9.0,es,pensar preparar cena noche,8,4,50.0
Déjame elegir tu cerebro ¿Qué crees que deberíamos hacer para cenar esta noche?,1,meal_suggestion,15.0,es,dejame elegir cerebro creser debeer hacer cenar noche,13,8,38.46153846153847
alguna sugerencia para una comida peruana,1,meal_suggestion,6.0,es,sugerencia comida peruano,6,3,50.0
¿Qué plato peruano debo hacer?,1,meal_suggestion,6.0,es,plato peruano deber hacer,5,4,20.0
¿Qué debería comer en un restaurante mexicano?,1,meal_suggestion,8.0,es,deber comer restaurante mexicano,7,4,42.857142857142854
sugiérame una comida de Perú,1,meal_suggestion,7.0,es,sugieramir comida peru,5,3,40.0
¿Cuál es la mejor manera de asar un pollo?,2,recipe,8.0,es,ser asar pollo,9,3,66.66666666666666
¿Cómo hago masa para pastel?,2,recipe,6.0,es,como hacer masa pastel,5,4,20.0
encuentra una receta de pastel de chocolate alemán,2,recipe,7.0,es,encontrar receta pastel chocolate aleman,8,5,37.5
¿Cómo frito chuletas de cerdo?,2,recipe,6.0,es,como frito chuleta cerdo,5,4,20.0
¿Cómo cocino huevos duros?,2,recipe,6.0,es,como cocino huevo duro,4,4,0.0
"Encuentra una receta de chow mein para mí, por favor.",2,recipe,8.0,es,encontrar receta chow mein favor,10,5,50.0
¿Sabes hacer chow mein?,2,recipe,8.0,es,hacer chow mein,4,3,25.0
¿Puedes encontrar una receta sobre cómo hacer chow mein?,2,recipe,11.0,es,encontrar receta como hacer chow mein,9,6,33.33333333333333
dime como hacer chow mein,2,recipe,7.0,es,dime como hacer chow mein,5,5,0.0
Me gustaría que me ayudaran a encontrar una receta de chow mein.,2,recipe,12.0,es,gustar ayudar encontrar receta chow mein,12,6,50.0
muéstrame una receta de carne,2,recipe,5.0,es,muestramir receta carne,5,3,40.0
¿Cuál es una buena receta de carne?,2,recipe,6.0,es,ser buen receta carne,7,4,42.857142857142854
necesito una receta de carne,2,recipe,6.0,es,necesitar receta carne,5,3,40.0
dame una receta de carne,2,recipe,5.0,es,dame receta carne,5,3,40.0
¿Dónde hay una receta de carne?,2,recipe,5.0,es,receta carne,6,2,66.66666666666666
ya sabes procedimiento para cocinar pastel de manzana,2,recipe,7.0,es,procedimiento cocinar pastel manzana,8,4,50.0
¿Qué se necesita para cocinar pastel de manzana?,2,recipe,8.0,es,necesitar cocinar pastel manzana,8,4,50.0
¿Sabes cuáles son los ingredientes para hacer tarta de manzana?,2,recipe,11.0,es,ser ingrediente hacer tarta manzana,10,5,50.0
¿Conoces la receta para hacer tarta de manzana?,2,recipe,8.0,es,conoz receta hacer tarta manzana,8,5,37.5
¿Cómo se cocina el pastel de manzana?,2,recipe,6.0,es,como cocinar pastel manzana,7,4,42.857142857142854
¿Cómo hago pastel de calabaza?,2,recipe,6.0,es,como hacer pastel calabaza,5,4,20.0
hacer salsa de espagueti a la perfección se hace cómo,2,recipe,7.0,es,hacer salsa espagueti perfeccion hacer como,10,6,40.0
hacer costillas perfectamente se hace como,2,recipe,6.0,es,hacer costilla perfectamente hacer como,6,5,16.666666666666664
¿Cómo hago pastel de merengue de limón?,2,recipe,7.0,es,como hacer pastel merengue limon,7,5,28.57142857142857
¿Cómo hago lasaña?,2,recipe,5.0,es,como hacer lasana,3,3,0.0
buscar una receta de macarrones con queso,2,recipe,7.0,es,buscar receta macarron queso,7,4,42.857142857142854
¿Puedes conseguirme una receta de puré de patatas?,2,recipe,9.0,es,conseguir yo receta pure patata,8,5,37.5
Necesito instrucciones sobre cómo hacer pastel de pastor por favor.,2,recipe,10.0,es,necesitar instruccion como hacer pastel pastor favor,10,7,30.0
por favor ayúdenme con instrucciones sobre cómo hacer pollo al curry,2,recipe,9.0,es,favor ayudenmar instruccion como hacer pollo curry,11,7,36.36363636363637
¿Cuáles son los pasos que debo seguir para hacer golosinas de arroz krispies masticables?,2,recipe,14.0,es,ser paso deber seguir hacer golosina arroz krispies masticabl,14,9,35.714285714285715
¿Cuál es la mejor manera de hacer pollo salteado?,2,recipe,9.0,es,ser hacer pollo salteado,9,4,55.55555555555556
¿Cómo hago ensalada de atún?,2,recipe,6.0,es,como hacer ensalado atun,5,4,20.0
¿Puedes darme una receta de pastel de chocolate alemán?,2,recipe,10.0,es,dar yo receta pastel chocolate aleman,9,6,33.33333333333333
necesito una receta de como hacer estofado de carne,2,recipe,10.0,es,necesitar receta como hacer estofado carne,9,6,33.33333333333333
Quiero una buena receta que me muestre cómo hornear galletas con chispas de chocolate desde cero.,2,recipe,16.0,es,querer buen receta mostrar como hornear galleta chispa chocolate cero,16,10,37.5
busque una receta de brownies de chocolate y dulce de azúcar,2,recipe,8.0,es,buscar receta browni chocolate dulce azucar,11,6,45.45454545454545
¿Me darías alguna orientación sobre cómo hacer ceviche?,2,recipe,11.0,es,darias orientacion como hacer ceviche,8,5,37.5
"¿Puedes buscar las mejores recetas de tarta de queso al estilo de Nueva York, por favor?",2,recipe,12.0,es,buscar receta tarta queso estilo york favor,16,7,56.25
busque recetas fáciles de seguir para costillas de res,2,recipe,9.0,es,buscar receta facil seguir costilla res,9,6,33.33333333333333
necesito la mejor receta de puré de patatas,2,recipe,8.0,es,necesitar receta pure patata,8,4,50.0
¿Puedes encontrarme una receta de pastel?,2,recipe,8.0,es,encontrar yo receta pastel,6,4,33.33333333333333
¿Puedes encontrarme una receta de quiche?,2,recipe,8.0,es,encontrar yo receta quiche,6,4,33.33333333333333
¿Puedes encontrarme una receta de pasta?,2,recipe,8.0,es,encontrar yo receta pasta,6,4,33.33333333333333
¿Puedes encontrarme una receta de costillas?,2,recipe,8.0,es,encontrar yo receta costilla,6,4,33.33333333333333
¿Puedes encontrarme una receta para el pastel?,2,recipe,8.0,es,encontrar yo receta pastel,7,4,42.857142857142854
¿Qué pasos hay que seguir para hacer lasaña?,2,recipe,7.0,es,paso seguir hacer lasana,8,4,50.0
¿Cómo puedo hacer pastel de pollo?,2,recipe,7.0,es,como hacer pastel pollo,6,4,33.33333333333333
cómo hacer macarrones con queso,2,recipe,6.0,es,como hacer macarron queso,5,4,20.0
¿Cómo se hace el asado?,2,recipe,6.0,es,como hacer asado,5,3,40.0
¿Puedes encontrar una receta abundante de lasaña?,2,recipe,7.0,es,encontrar receta abundante lasana,7,4,42.857142857142854
encuentra una buena receta de pastel de carne,2,recipe,6.0,es,encontrar buen receta pastel carne,8,5,37.5
Estoy buscando una receta de pasta italiana vegana.,2,recipe,10.0,es,estar buscar receta pasta italiano vegano,8,6,25.0
¿Cómo se cocina el pastel de carne?,2,recipe,5.0,es,como cocinar pastel carne,7,4,42.857142857142854
necesito una receta de lasaña vegetariana,2,recipe,6.0,es,necesitar receta lasana vegetarian,6,4,33.33333333333333
necesito una receta rapida de jamon en espiral,2,recipe,8.0,es,necesitar receta rapido jamon espiral,8,5,37.5
cual es la receta de fideos de arroz,2,recipe,6.0,es,ser receta fideo arroz,8,4,50.0
¿Puedes ayudarme a encontrar una receta de lasaña?,2,recipe,8.0,es,ayudar yo encontrar receta lasana,8,5,37.5
necesito una receta de pastel de pollo,2,recipe,8.0,es,necesitar receta pastel pollo,7,4,42.857142857142854
ayúdame a encontrar una receta para una cazuela de carne,2,recipe,9.0,es,ayudame encontrar receta cazuela carne,10,5,50.0
necesito ayuda para encontrar una receta de enchiladas,2,recipe,8.0,es,necesitar ayuda encontrar receta enchilada,8,5,37.5
Necesito saber cómo hacer filetes de queso Filadelfia.,2,recipe,9.0,es,necesitar como hacer filete queso filadelfia,8,6,25.0
necesito una receta de pastel de moras,2,recipe,6.0,es,necesitar receta pastel mora,7,4,42.857142857142854
¿Qué necesito hacer para hacer pastel de moras?,2,recipe,10.0,es,necesitar hacer hacer pastel mora,8,5,37.5
instrucciones de pastel de moras,2,recipe,3.0,es,instruccion pastel mora,5,3,40.0
¿Cómo se hace el pastel de moras?,2,recipe,6.0,es,como hacer pastel mora,7,4,42.857142857142854
¿Cómo horneo un pastel de moras?,2,recipe,7.0,es,como horneir pastel mora,6,4,33.33333333333333
¿Tienes un libro de cocina que pueda enseñarme a hacer sushi?,2,recipe,12.0,es,libro cocina ensenar yo hacer sushi,11,6,45.45454545454545
¿Puedes enseñarme a hacer sushi?,2,recipe,8.0,es,ensenar yo hacer sushi,5,4,20.0
donde puedo buscar para aprender a hacer sushi,2,recipe,9.0,es,buscar aprender hacer sushi,8,4,50.0
¿Qué necesitas hacer para hacer sushi?,2,recipe,9.0,es,necesitar hacer hacer sushi,6,4,33.33333333333333
¿Existe algún buen sitio web que me enseñe a hacer sushi?,2,recipe,12.0,es,existir buen sitio web ensene hacer sushi,11,7,36.36363636363637
dime como hacer ternera Wellington,2,recipe,7.0,es,dime como hacer ternera wellington,5,5,0.0
¿Cuál es una buena receta para el diván de pollo?,2,recipe,7.0,es,ser buen receta divan pollo,10,5,50.0
buscame una receta de pollo teriyaki,2,recipe,7.0,es,buscamar receta pollo teriyaki,6,4,33.33333333333333
descubre cómo hacer pollo tikka masala,2,recipe,8.0,es,descubrir como hacer pollo tikka masala,6,6,0.0
¿Cómo hago stroganoff de carne?,2,recipe,6.0,es,como hacer stroganoff carne,5,4,20.0
por favor muéstrame una receta de chile,2,recipe,7.0,es,favor muestra yo receta chile,7,5,28.57142857142857
¿Cuál es una buena receta de chile?,2,recipe,6.0,es,ser buen receta chile,7,4,42.857142857142854
Necesito que me encuentres una receta de camarones fritos,2,recipe,11.0,es,necesitar encuentres receta gamba frito,9,5,44.44444444444444
¿Puedes encontrarme una receta de pasteles de café?,2,recipe,9.0,es,encontrar yo receta pastel cafe,8,5,37.5
¿Puedes encontrarme una receta de salsa?,2,recipe,8.0,es,encontrar yo receta salsa,6,4,33.33333333333333
¿Puedes encontrarme una receta de jamón con miel?,2,recipe,9.0,es,encontrar yo receta jamon miel,8,5,37.5
¿Puedes encontrarme una receta de pastel de queso?,2,recipe,9.0,es,encontrar yo receta pastel queso,8,5,37.5
¿Puedes encontrarme una receta de galletas de azúcar?,2,recipe,9.0,es,encontrar yo receta galleta azucar,8,5,37.5
¿Puedes encontrarme una receta de pastel de zanahoria?,2,recipe,9.0,es,encontrar yo receta pastel zanahoria,8,5,37.5
¿Cómo se hace Benedict Arnold?,2,recipe,6.0,es,como hacer benedict arnold,5,4,20.0
¿Cómo se crea el chile de cerdo?,2,recipe,6.0,es,como creer chile cerdo,7,4,42.857142857142854
¿Cuál es la mejor manera de hacer una ensalada de brócoli?,2,recipe,9.0,es,ser hacer ensalada brocoli,11,4,63.63636363636363
¿Hay instrucciones sobre cómo hacer panqueques de suero de leche?,2,recipe,9.0,es,instruccion como hacer panquequ suero leche,10,6,40.0
¿Cuál es la manera de hacer pastel de manzana?,2,recipe,7.0,es,ser hacer pastel manzana,9,4,55.55555555555556
¿Cuál es el proceso de hacer un burrito?,2,recipe,7.0,es,ser proceso hacer burrito,8,4,50.0
¿Cómo hago un taco que valga la pena comer?,2,recipe,9.0,es,como hacer taco valer pena comer,9,6,33.33333333333333
¿Cómo hago ese plato escocés con toda la sangre y salchichas?,2,recipe,13.0,es,como hacer plato escoces sangre salchicha,11,6,45.45454545454545
¿Hay alguna receta de chile que pueda usar?,2,recipe,9.0,es,receta chile,8,2,75.0
por favor dame instrucciones sobre cómo hacer pastel de arándanos,2,recipe,8.0,es,favor da yo instruccion como hacer pastel arandano,10,8,20.0
¿Puedes explicarme cómo hacer pastel de chocolate alemán?,2,recipe,11.0,es,explicar yo como hacer pastel chocolate aleman,8,7,12.5
¿Cómo hago la tortilla perfecta?,2,recipe,7.0,es,como hacer tortilla perfecto,5,4,20.0
"Quiero hacer pan de masa agria, por favor encuentra una buena receta para mí.",2,recipe,14.0,es,querer hacer pan masa agrio favor encontrar buen receta,14,9,35.714285714285715
necesito una muy buena receta para hacer donas,2,recipe,9.0,es,necesitar buen receta hacer dona,8,5,37.5
por favor búscame una receta de espaguetis ahora,2,recipe,8.0,es,favor busca yo receta espaguetis,8,5,37.5
¿Qué tan saludable es el pastel de Shepard?,5,nutrition_info,,es,saludable ser pastel shepard,8,4,50.0
¿Qué tan saludable es el pastel de nueces?,5,nutrition_info,,es,saludable ser pastel nuez,8,4,50.0
que tan saludable es el hummus,5,nutrition_info,,es,saludable ser hummus,6,3,50.0
que tan saludable es la ensalada,5,nutrition_info,,es,saludable ser ensalado,6,3,50.0
¿Qué tan saludable es el pastel de calabaza?,5,nutrition_info,,es,saludable ser pastel calabaza,8,4,50.0
¿El chocolate es bueno para ti?,5,nutrition_info,,es,chocolate ser,6,2,66.66666666666666
dime que tan saludable es el chocolate,5,nutrition_info,,es,dimar saludable ser chocolate,7,4,42.857142857142854
¿Cuál es la información nutricional de los macarrones con queso kraft?,5,nutrition_info,,es,ser informacion nutricional macarron queso kraft,11,6,45.45454545454545
¿El chocolate es malo o bueno para ti?,5,nutrition_info,,es,chocolate ser malo,8,3,62.5
¿Puedes decirme la información nutricional de un Big Mac?,5,nutrition_info,,es,decirme informacion nutricional big mac,9,5,44.44444444444444
¿Las papas fritas son saludables o no?,5,nutrition_info,,es,patata fritas ser saludable no,7,5,28.57142857142857
dime la información nutricional de un plátano normal,5,nutrition_info,,es,dime informacion nutricional platano normal,8,5,37.5
léeme la información nutricional de una bolsa de patatas chips lay's,5,nutrition_info,,es,leeme informacion nutricional bolsa patata chips lay's,11,7,36.36363636363637
Obtenga la información nutricional de una Coca-Cola de 12 oz.,5,nutrition_info,,es,obtener informacion nutricional coca-cola 12 oz,10,6,40.0
¿Es el chocolate saludable?,5,nutrition_info,,es,ser chocolate saludable,4,3,25.0
dime cuanta grasa tiene la hamburguesa,5,nutrition_info,,es,dime grasa hamburguesa,6,3,50.0
¿Cuál es la información nutricional de las gambas al ajillo?,5,nutrition_info,,es,ser informacion nutricional gamba ajillo,10,5,50.0
cuantos gramos de sodio hay en las papas fritas,5,nutrition_info,,es,cuanto gramo sodio patata fritas,9,5,44.44444444444444
¿El arroz es bueno para mí?,5,nutrition_info,,es,arroz ser,6,2,66.66666666666666
¿Es saludable comer zanahoria cruda?,5,nutrition_info,,es,ser saludable comer zanahoria crudo,5,5,0.0
¿Es segura mi leche para beber después de estar en el refrigerador durante una semana?,8,food_last,,es,ser seguro leche beber despues estar refrigerador semana,15,8,46.666666666666664
"La sidra de manzana ha estado en mi refrigerador durante cuatro meses, así que todavía puedo beberla.",8,food_last,,es,sidra manzana estar refrigerador mes beber el,17,7,58.82352941176471
"La mayonesa ha estado en mi refrigerador durante tres años, ¿todavía es buena para comer?",8,food_last,,es,mayonesa estar refrigerador ano ser buen comer,15,7,53.333333333333336
¿El pollo cocido sigue estando bueno después de haber estado refrigerado durante dos semanas?,8,food_last,,es,pollo cocido seguir estar despues estar refrigerado semana,14,8,42.857142857142854
"He tenido huevos frescos de granja en el refrigerador durante algunos meses, ¿todavía se pueden ingerir?",8,food_last,,es,huevo fresco granja refrigerador mes ingerir,16,6,62.5
cuantos dias faltan para que caduque la leche,8,food_last,,es,cuanto faltar caducar leche,8,4,50.0
¿Estará bien el arroz en el frigorífico durante 3 días?,8,food_last,,es,estar arroz frigorifico,10,3,70.0
¿Está bien el arroz después de 3 días en el refrigerador?,8,food_last,,es,estar arroz despues refrigerador,11,4,63.63636363636363
"Después de 3 días en el refrigerador, ¿el arroz es seguro para comer?",8,food_last,,es,despues refrigerador arroz ser seguro comer,13,6,53.84615384615385
¿El arroz está malo después de 3 días en el refrigerador?,8,food_last,,es,arroz estar malo despues refrigerador,11,5,54.54545454545454
¿Puedo guardar el arroz en el frigorífico durante 3 días?,8,food_last,,es,guardar arroz frigorifico,10,3,70.0
cuando se me acaba la leche,8,food_last,,es,cuando acabar leche,6,3,50.0
cuanto tiempo tarda en caducar la leche,8,food_last,,es,cuanto tiempo tardar caducar leche,7,5,28.57142857142857
¿Cómo sé si mi leche está vencida?,8,food_last,,es,como leche estar vencido,7,4,42.857142857142854
cual es la fecha de vencimiento de mi leche,8,food_last,,es,ser fecha vencimiento leche,9,4,55.55555555555556
cuanto falta para que se me acabe la leche,8,food_last,,es,cuanto faltar acabar leche,9,4,55.55555555555556
¿Cuánto tiempo puedo mantener la carne de cerdo en el congelador antes de que se queme?,8,food_last,,es,cuanto tiempo mantener carne cerdo congelador antes queme,16,8,50.0
¿Cuánto tiempo puedo mantener la carne en el congelador antes de que se ponga fea?,8,food_last,,es,cuanto tiempo mantener carne congelador antes feo,15,7,53.333333333333336
¿Cuánto tiempo puedo mantener el pollo en el congelador antes de que se ponga asqueroso?,8,food_last,,es,cuanto tiempo mantener pollo congelador antes asqueroso,15,7,53.333333333333336
¿Cuánto tiempo puedo mantener el bisonte en el congelador antes de que se eche a perder?,8,food_last,,es,cuanto tiempo mantener bisonte congelador antes echir perder,16,8,50.0
¿Cuánto tiempo necesito para cocinar el pot au feu?,7,cook_time,,es,cuanto tiempo necesitar cocinar pot au feu,9,7,22.22222222222222
¿Cuánto tiempo necesito para cocinar el chile?,7,cook_time,,es,cuanto tiempo necesitar cocinar chile,7,5,28.57142857142857
¿Cuánto tiempo necesito para cocinar lasaña?,7,cook_time,,es,cuanto tiempo necesitar cocinar lasana,6,5,16.666666666666664
¿Cuánto tiempo necesito para cocinar la cazuela de atún?,7,cook_time,,es,cuanto tiempo necesitar cocinar cazuela atun,9,6,33.33333333333333
¿Cuánto tiempo necesito para cocinar estofado de carne?,7,cook_time,,es,cuanto tiempo necesitar cocinar estofado carne,8,6,25.0
¿Cuánto tiempo debo cocinar patatas fritas campestres?,7,cook_time,,es,cuanto tiempo deber cocinar patata fritas campestr,7,7,0.0
¿Cuánto tiempo debo cocinar pho?,7,cook_time,,es,cuanto tiempo deber cocinar pho,5,5,0.0
¿Cuánto tiempo debo cocinar el bistec?,7,cook_time,,es,cuanto tiempo deber cocinar bistec,6,5,16.666666666666664
¿Cuánto tiempo debo cocinar el asado?,7,cook_time,,es,cuanto tiempo deber cocinar asado,6,5,16.666666666666664
necesito saber por cuanto tiempo se cocina el pollo,7,cook_time,,es,necesitar cuanto tiempo cocinar pollo,9,5,44.44444444444444
¿Cuánto tiempo pongo las galletas de azúcar?,7,cook_time,,es,cuanto tiempo galleta azucar,7,4,42.857142857142854
¿Cuánto tiempo debo cocinar las carnitas?,7,cook_time,,es,cuanto tiempo deber cocinar carnita,6,5,16.666666666666664
¿Cuánto tiempo debo cocinar el jamón?,7,cook_time,,es,cuanto tiempo deber cocinar jamon,6,5,16.666666666666664
¿Cuánto tiempo se tarda en hacer pho?,7,cook_time,,es,cuanto tiempo tardar hacer pho,7,5,28.57142857142857
¿Cuánto tiempo necesito para cocinar el asado?,7,cook_time,,es,cuanto tiempo necesitar cocinar asado,7,5,28.57142857142857
¿Cuánto tiempo debo calentar los bolsillos en el microondas?,7,cook_time,,es,cuanto tiempo deber calentar bolsillo microondas,9,6,33.33333333333333
¿Cuánto tiempo se tarda en cocinar bolsillos calientes?,7,cook_time,,es,cuanto tiempo tardar cocinar bolsillo caliente,8,6,25.0
¿Cuál es el tiempo de cocción recomendado para el bistec?,7,cook_time,,es,ser tiempo coccion recomendado bistec,10,5,50.0
¿Debo cocinar esto por mucho tiempo?,7,cook_time,,es,deber cocinar tiempo,6,3,50.0
¿A qué hora debo dejar esto en el horno?,7,cook_time,,es,hora deber dejar horno,9,4,55.55555555555556
¿Sería un problema incluir patatas fritas en lugar de patatas fritas?,4,ingredient_substitution,,es,ser problema incluir patata fritas lugar patata fritas,11,8,27.27272727272727
déjame saber si puedo usar ketchup en lugar de mostaza,4,ingredient_substitution,,es,dejame ketchup lugar mostaza,10,4,60.0
¿Está bien usar ketchup en lugar de mostaza?,4,ingredient_substitution,,es,estar ketchup lugar mostaza,8,4,50.0
¿Es normal usar mayonesa en lugar de queso?,4,ingredient_substitution,,es,ser normal mayonesa lugar queso,8,5,37.5
¿Puedo sustituir el ketchup por mostaza?,4,ingredient_substitution,,es,sustituir ketchup mostaza,6,3,50.0
Me pregunto si sería posible pasar de las manzanas a las uvas.,4,ingredient_substitution,,es,preguntar ser pasar manzana uva,12,5,58.333333333333336
¿Se permite cambiar manzanas por uvas?,4,ingredient_substitution,,es,permitir cambiar manzana uva,6,4,33.33333333333333
¿Está bien cambiar manzanas por uvas?,4,ingredient_substitution,,es,estar cambiar manzana uva,6,4,33.33333333333333
¿Puedo modificar las manzanas por uvas?,4,ingredient_substitution,,es,modificar manzana uva,6,3,50.0
¿Podría cambiar manzanas por uvas?,4,ingredient_substitution,,es,cambiar manzana uva,5,3,40.0
no tengo mantequilla puedo usar aceite,4,ingredient_substitution,,es,no mantequilla aceite,6,3,50.0
¿La mantequilla es un sustituto del aceite?,4,ingredient_substitution,,es,mantequilla ser sustituto aceite,7,4,42.857142857142854
¿Está bien usar mantequilla en lugar de aceite?,4,ingredient_substitution,,es,estar mantequilla lugar aceite,8,4,50.0
son mantequilla y aceite intercambiables,4,ingredient_substitution,,es,ser mantequilla aceite intercambiabl,5,4,20.0
¿Puedes cambiar la mantequilla y el aceite?,4,ingredient_substitution,,es,cambiar mantequilla aceite,7,3,57.14285714285714
¿Sabes si puedo usar pimienta y no sal?,4,ingredient_substitution,,es,pimienta no sal,8,3,62.5
¿Funcionará la pimienta en lugar de la sal?,4,ingredient_substitution,,es,funcionar pimienta lugar sal,8,4,50.0
¿La pimienta reemplaza la sal?,4,ingredient_substitution,,es,pimienta reemplazar sal,5,3,40.0
¿Estaría bien si tuviera pimienta y no sal?,4,ingredient_substitution,,es,estar pimienta no sal,8,4,50.0
¿Puedo usar pimienta en lugar de sal?,4,ingredient_substitution,,es,pimienta lugar sal,7,3,57.14285714285714
¿Cuál es el contenido calórico de las patatas fritas?,6,calories,,es,ser contenido calorico patata frito,9,5,44.44444444444444
¿Sabes el contenido calórico de una tira de tocino?,6,calories,,es,contenido calorico tira tocino,9,4,55.55555555555556
cuantas calorias se encuentran en los bagels,6,calories,,es,cuanto caloria encontrar bagels,7,4,42.857142857142854
dime el contenido calórico de los copos helados,6,calories,,es,dimar contenido calorico copo helado,8,5,37.5
infórmame del contenido calórico del helado de vainilla.,6,calories,,es,informamar contenido calorico helado vainilla,8,5,37.5
cuantas calorias tienen las manzanas,6,calories,,es,cuanto caloria manzana,5,3,40.0
cuantas calorias tienen las naranjas,6,calories,,es,cuanto caloria naranja,5,3,40.0
cuantas calorias tiene el helado,6,calories,,es,cuanto caloria helado,5,3,40.0
cuantas calorias tiene el pastel,6,calories,,es,cuanto caloria pastel,5,3,40.0
cuantas calorias tienen las oreos,6,calories,,es,cuanto caloria oreo,5,3,40.0
cuantas calorias tienen dos bananos,6,calories,,es,cuanto caloria banano,5,3,40.0
en un huevo frito cuantas calorias tiene,6,calories,,es,huevo frito caloria,7,3,57.14285714285714
palitos de pocki tiene cuantas calorias,6,calories,,es,palito pocki cuanto caloria,6,4,33.33333333333333
¿Cuál es la cantidad de calorías que tienen los huevos revueltos?,6,calories,,es,ser cantidad caloria huevo revuelto,11,5,54.54545454545454
cuantas calorias hay en un agujero sin cobertura,6,calories,,es,cuanto caloria agujero sin cobertura,8,5,37.5
¿Cuántas calorías tiene un caramelo de caramelo con sal marina Ghirardelli?,6,calories,,es,caloria caramelo caramelo sal marino ghirardelli,11,6,45.45454545454545
cuantas calorias tiene un intestino de trigo,6,calories,,es,cuanto caloria intestino trigo,7,4,42.857142857142854
¿Cuántas calorías tiene una porción de salsa de cebolla francesa Deans?,6,calories,,es,caloria porcion salsa cebolla frances deans,11,6,45.45454545454545
cuantas calorias tiene el puré de papas,6,calories,,es,cuanto caloria pure patata,7,4,42.857142857142854
cuantas calorias tienen las donas en polvo,6,calories,,es,cuanto caloria dona polvo,7,4,42.857142857142854
Necesito una lista de ingredientes necesarios para hacer estofado de cordero.,3,ingredients_list,,es,necesitar lista ingrediente necesario hacer estofado cordero,11,7,36.36363636363637
